Term,Final Net Worth,Final Cash,Food Inventory,Fuel Inventory,Clothes Inventory,Water Inventory,Winner
110,689.26,215.33,10,2,0,85,0
111,709.18,318.9,0,0,44,0,0
112,747.61,741.25,0,1,0,0,0
113,1768.61,115.01,0,108,9,116,0
114,1834.45,66.65,13,118,31,117,0
115,1575.23,736.53,88,0,3,84,0
116,1827.51,56.0,4,0,19,252,0
117,538.24,4.68,5,0,0,77,0
118,281.06,121.26,0,2,9,1,0
119,2124.03,1485.78,81,21,0,0,0
120,1289.71,51.31,98,29,5,0,0
121,3220.04,0.18,114,23,33,481,0
122,1085.12,22.78,18,4,16,165,0
123,38159.93,24481.79,384,618,0,571,0
124,578.92,7.36,1,0,8,93,0
125,871.26,1.26,0,40,0,93,0
126,1251.96,130.12,0,0,12,352,0
127,1402.16,6.74,88,1,87,0,0
128,101.78,53.51,3,0,0,7,0
129,6222.1,0.54,0,287,140,867,0
130,1603.38,1579.46,0,4,0,0,0
131,410.85,0.32,0,6,1,92,0
132,5154.3,3920.54,0,80,53,31,0
133,2020.6,469.49,104,0,27,115,1
134,2392.56,883.84,70,32,0,181,0
135,2251.55,489.4,1,161,3,0,0
136,384.62,19.3,0,1,5,61,0
137,1040.31,10.01,1,26,38,19,0
138,10208.87,7483.69,0,178,0,0,1
139,438.39,0.9,49,16,10,19,0
140,1156.91,39.33,0,80,11,0,0
141,191.9,2.0,36,2,0,0,0
142,519.41,31.91,75,0,0,0,0
143,858.62,4.53,0,77,0,95,0
144,1222.1,180.02,13,59,1,118,0
145,831.91,70.14,0,1,26,0,0
146,2485.76,1245.29,0,0,77,0,1
147,4302.32,3.86,0,537,0,18,0
148,1699.2,1356.92,0,43,0,0,0
149,13747.09,13692.57,7,3,0,0,0
150,249.92,244.36,1,0,0,0,0
151,911.52,360.03,14,6,26,15,0
152,2163.43,1251.84,28,41,0,100,0
153,4551.95,1929.33,0,0,154,0,1
154,9880.23,7551.07,0,128,145,0,0
155,303.46,80.98,19,2,4,7,0
156,1016.48,134.14,48,0,0,134,1
157,709.44,266.47,0,19,0,56,1
158,229.13,0.27,2,15,2,17,0
159,1530.5,461.9,61,90,0,26,0
160,1618.78,457.18,3,2,0,147,1
161,1321.15,1311.85,2,0,0,0,0
162,1430.08,814.45,37,38,2,7,0
163,1152.91,3.8,151,9,1,3,0
164,439.52,27.82,0,6,18,19,0
165,242.59,0.79,1,22,1,11,0
166,333.72,7.15,8,0,1,48,0
167,597.42,52.57,43,32,0,0,0
168,350.84,138.17,15,3,0,30,0
169,782.55,540.63,0,0,0,54,0
170,657.16,2.39,0,69,2,38,0
171,8260.09,1840.95,0,570,104,116,1
172,7996.72,3469.72,329,6,0,584,1
173,2749.74,31.5,196,0,4,307,1
174,364.47,137.96,6,8,0,21,0
175,1457.48,2.72,0,60,0,262,0
176,1544.28,997.58,15,68,0,0,0
177,514.3,194.86,28,11,2,0,0
178,5440.76,5055.84,62,0,0,13,0
179,40119.44,40119.44,0,0,0,0,1
180,1262.49,342.0,42,12,0,221,0
181,241.64,51.34,2,20,0,0,0
182,387.51,10.18,38,5,4,0,0
183,947.57,540.71,1,16,25,15,0
184,677.8,139.33,0,0,1,82,0
185,4720.32,6.47,697,193,0,0,1
186,10188.71,10097.11,20,0,0,0,1
187,1203.11,127.99,38,65,9,67,0
188,442.31,10.09,58,1,10,0,0
189,567.4,235.12,19,0,16,0,0
190,979.5,490.87,14,51,0,0,0
191,12776.93,10899.23,0,0,76,91,1
192,1424.37,176.79,60,61,32,0,0
193,7211.25,3232.87,0,0,287,537,1
194,778.94,55.39,23,29,27,0,0
195,2892.34,239.01,214,40,2,175,0
196,236.81,1.21,8,0,0,39,0
197,410.82,317.69,0,10,1,1,0
198,3390.23,810.95,0,148,0,227,1
199,1236.2,115.49,1,0,89,4,0
200,7692.45,4018.99,374,366,0,0,1
201,2262.64,1238.64,160,0,0,0,0
202,17901.06,17901.06,0,0,0,0,1
203,642.29,163.23,37,9,0,32,0
204,487.82,37.93,0,56,1,21,0
205,8270.46,2828.61,662,0,0,19,0
206,687.23,2.83,81,0,1,55,0
207,1375.37,585.92,12,0,47,68,0
208,11111.81,5567.21,0,501,21,0,1
209,1214.86,578.05,26,41,15,0,0
210,338.05,82.26,17,6,4,4,0
211,3065.68,895.65,381,0,0,58,0
212,8557.3,8093.05,0,0,5,119,1
213,338.02,109.18,1,3,0,38,0
214,434.97,429.86,1,0,0,0,0
215,289.41,131.28,0,3,3,25,0
216,10446.67,9923.82,39,0,15,41,0
217,1004.26,76.67,60,29,0,28,0
218,17319.89,17272.91,9,0,0,0,1
219,9581.89,3647.92,191,226,16,452,1
220,298.35,15.12,0,6,20,1,0
221,2282.37,0.98,0,73,116,0,0
222,3868.3,2303.18,82,0,3,0,0
223,9851.91,2137.02,0,211,197,685,1
224,13255.91,11146.01,0,6,0,576,1
225,6675.82,574.99,162,270,207,0,0
226,1465.53,293.76,12,64,15,40,1
227,491.49,16.96,15,1,26,2,0
228,6882.57,1945.62,93,517,6,0,0
229,870.22,24.6,9,0,28,73,1
230,1653.24,1256.08,0,27,0,38,0
231,187.12,2.77,11,1,0,32,0
232,857.46,115.07,0,47,13,20,0
233,16711.62,16647.84,0,0,6,0,1
234,485.61,5.52,8,0,3,70,0
235,109.55,52.44,0,0,4,1,0
236,2679.83,41.33,318,0,0,128,1
237,178.87,40.9,5,2,1,25,0
238,41431.79,41431.79,0,0,0,0,1
239,1077.26,556.57,47,1,23,0,0
240,278.43,157.12,14,0,1,5,0
241,879.01,306.61,0,0,20,57,0
242,2193.28,1024.41,0,31,47,130,0
243,1397.05,67.73,0,0,46,130,0
244,460.39,230.93,0,20,0,9,0
245,2593.19,304.79,75,78,100,0,0
246,2549.36,2.88,458,0,0,0,1
247,179.92,122.23,0,1,3,0,0
248,688.05,103.62,64,17,0,0,0
249,1845.72,466.0,0,138,1,23,0
250,2672.5,272.89,0,24,0,211,1
251,550.55,361.25,0,0,4,27,0
252,18436.01,3330.69,73,540,149,411,0
253,3097.77,1330.79,331,33,1,0,1
254,3440.56,117.14,287,85,0,13,1
255,876.37,435.47,2,39,0,0,1
256,1383.82,785.47,0,2,14,71,0
257,414.18,191.77,25,0,4,0,0
258,11543.97,11139.42,0,0,0,87,1
259,10218.87,9318.6,0,0,1,252,0
260,16999.54,16999.54,0,0,0,0,1
261,530.98,436.45,6,5,0,0,0
262,2734.54,307.7,224,0,0,187,1
263,514.29,226.68,0,17,0,43,0
264,24703.7,23884.42,0,76,0,0,1
265,3116.38,713.91,45,43,7,372,1
266,2377.44,1826.45,47,0,24,0,1
267,762.58,731.13,1,3,0,0,0
268,196.09,18.23,1,0,5,27,0
269,11976.41,5312.73,0,514,108,104,1
270,1471.57,735.4,14,10,19,88,0
271,340.41,40.53,0,27,0,3,0
272,927.04,301.92,45,0,4,65,0
273,1436.04,431.12,112,16,0,26,0
274,1081.07,311.82,0,0,85,0,0
275,5312.58,3780.39,319,27,17,15,0
276,30082.14,30082.14,0,0,0,0,1
277,934.9,1.6,33,6,3,120,0
278,7777.97,4062.33,59,120,198,249,0
279,223.07,1.0,24,5,0,5,0
280,169.72,48.13,7,0,5,5,0
281,302.55,174.09,0,3,8,0,0
282,278.43,169.67,19,2,0,0,0
283,1936.04,20.09,53,3,136,0,0
284,136.98,39.24,0,20,0,1,0
285,3668.31,2.44,129,156,173,0,1
286,250.16,8.96,2,1,14,0,0
287,2798.62,1323.58,0,16,0,264,0
288,1150.13,1.09,0,0,8,268,0
289,6913.78,1276.11,119,101,114,748,1
290,478.8,60.32,1,0,7,76,0
291,746.29,695.29,10,0,0,0,0
292,517.63,0.75,71,0,0,0,0
293,12527.34,12523.17,1,0,0,0,1
294,1495.39,278.85,0,19,60,16,1
295,400.83,4.97,6,10,13,14,0
296,2818.84,2750.68,12,0,0,0,1
297,591.71,231.96,0,1,14,35,0
298,405.0,14.4,35,8,13,0,0
299,6717.49,4141.57,170,268,0,0,0
300,1288.91,932.47,67,0,0,0,0
301,226.46,68.02,0,0,0,34,0
302,13375.07,4.37,139,1,217,174,0
303,370.41,1.73,69,2,0,0,0
304,841.21,293.97,72,0,4,0,1
305,578.59,178.89,33,0,3,19,0
306,1038.8,145.28,21,18,8,109,0
307,8265.71,8265.71,0,0,0,0,0
308,979.81,251.34,0,64,3,0,0
309,882.28,827.93,0,5,0,0,1
310,5096.2,1812.54,506,0,0,40,0
311,210.0,140.05,0,2,3,0,0
312,4018.55,1150.02,332,14,24,3,0
313,1393.4,554.65,73,0,17,19,1
314,1299.87,65.04,186,18,0,55,0
315,2951.34,2054.55,20,0,87,1,0
316,866.62,451.33,79,0,1,0,0
317,10251.63,1517.58,8,1,477,0,1
318,609.39,31.77,0,0,26,35,0
319,451.52,2.57,0,21,0,48,0
320,5649.42,5366.48,0,43,0,0,1
321,1592.43,186.23,0,0,59,168,0
322,601.0,5.26,87,3,0,0,0
323,1875.56,718.49,10,0,0,223,1
324,4095.0,83.2,0,0,60,64,0
325,10843.28,9876.78,0,50,0,0,0
326,1519.44,3.39,0,0,49,275,0
327,7097.79,230.45,23,16,356,23,0
328,1231.98,883.6,0,0,8,82,0
329,399.11,4.22,32,0,11,1,0
330,189.4,23.4,0,25,0,0,0
331,2610.81,1667.39,0,0,86,0,0
332,2607.67,587.07,0,0,31,393,0
333,648.31,407.69,26,0,6,0,0
334,3009.57,1150.23,33,2,108,68,1
335,11960.82,4.59,1287,0,0,0,1
336,116.85,4.32,0,0,0,33,0
337,776.92,57.25,48,0,6,71,0
338,1216.31,3.44,59,94,0,0,1
339,183.07,7.22,0,11,0,10,0
340,1156.4,86.24,156,0,0,0,0
341,1343.91,445.77,4,19,26,59,0
342,12038.23,9178.89,62,0,0,411,0
343,1181.11,3.79,0,0,24,210,0
344,6367.22,3278.32,0,0,0,790,0
345,5491.59,3215.35,0,296,0,0,0
346,357.36,9.03,10,0,23,0,0
347,2178.54,30.34,0,280,0,15,1
348,900.25,337.03,0,0,2,132,0
349,100.54,35.14,3,0,3,0,0
350,2235.58,85.45,9,26,0,425,1
351,981.05,40.3,0,51,22,19,1
352,2968.34,37.56,0,330,96,56,0
353,5366.75,2936.17,4,0,123,225,0
354,11535.45,5.74,417,0,160,0,0
355,1114.47,193.24,53,65,2,0,1
356,11745.94,11628.79,0,11,0,0,1
357,1011.05,59.62,121,1,5,0,0
358,6818.66,5976.98,168,0,0,0,1
359,556.11,434.87,0,14,0,0,0
360,1105.21,0.31,18,8,18,128,1
361,345.69,59.11,4,12,9,9,0
362,453.1,1.73,59,0,0,30,0
363,876.62,29.81,111,27,0,0,0
364,967.83,5.98,0,70,15,0,0
365,12116.71,12104.83,0,2,0,0,1
366,618.34,67.76,10,1,0,114,0
367,2485.97,232.73,23,161,70,0,1
368,814.76,4.84,4,0,18,109,0
369,11322.3,10787.64,0,0,0,133,1
370,405.17,1.17,0,0,8,40,0
371,1827.73,5.53,106,98,0,0,0
372,1700.51,1533.97,0,20,0,1,0
373,2787.03,1331.46,12,51,0,249,0
374,2911.94,804.52,231,14,35,0,0
375,9564.43,2845.55,247,272,0,1219,1
376,1466.03,763.04,0,73,0,0,0
377,886.43,3.2,0,0,0,177,0
378,742.17,427.8,0,3,0,59,0
379,932.7,713.14,0,16,12,0,0
380,295.15,0.76,3,0,0,63,0
381,2402.6,3.47,185,0,62,144,0
382,2761.18,40.62,68,181,0,200,0
383,3494.94,42.87,44,102,35,5,0
384,3990.13,6.22,29,473,19,124,0
385,990.5,1.47,81,76,0,0,0
386,4315.63,5.99,1,1,309,0,0
387,930.15,148.52,25,39,0,56,0
388,17912.57,15747.39,146,0,0,406,1
389,1719.88,589.79,0,19,55,6,0
390,284.18,9.31,9,12,0,16,0
391,475.19,180.21,3,25,0,12,0
392,5126.32,1496.7,319,143,148,0,0
393,2535.56,7.88,0,0,48,0,0
394,6378.94,6161.15,20,0,0,29,1
395,805.45,718.89,0,8,0,0,0
396,6004.22,6004.22,0,0,0,0,1
397,5314.79,137.11,45,5,234,115,0
398,1041.21,280.09,74,0,18,60,0
399,1917.47,1178.35,0,71,0,8,0
400,1401.67,2.2,30,96,51,33,0
401,1303.57,123.99,207,12,1,27,0
402,3496.52,1.16,83,0,33,730,0
403,1084.1,1011.4,0,0,5,0,0
404,5962.81,2630.47,0,374,0,0,1
405,2803.4,508.38,0,2,186,0,0
406,955.0,282.65,101,0,3,0,0
407,804.93,206.32,0,63,1,0,0
408,7457.92,2517.77,347,144,152,14,0
409,4149.1,18.18,78,0,292,0,1
410,2404.11,4.72,268,18,0,91,0
411,351.66,283.27,3,4,0,4,0
412,989.22,695.98,4,46,0,3,0
413,13574.8,13197.06,32,3,11,0,0
414,2790.36,2522.52,0,36,0,0,0
415,6445.05,6445.05,0,0,0,0,1
416,3282.96,4.72,386,0,109,0,1
417,1511.9,749.45,0,65,0,0,0
418,1145.9,1.05,127,107,19,49,0
419,2443.28,69.95,368,0,23,107,0
420,1341.56,639.92,54,0,36,0,0
421,1282.52,413.99,0,95,1,97,0
422,2856.91,2012.18,0,0,47,24,0
423,341.64,158.14,0,0,2,30,0
424,1134.12,1.75,81,14,4,154,0
425,624.5,73.4,89,0,0,1,0
426,10456.02,8002.12,0,0,82,343,1
427,7646.54,4379.74,0,78,0,464,0
